GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000197165	SULT1A2	16	28603264	28608430	12	4	108698	2.9205	0.0017476
ENSG00000132275	RRP8	11	6616305	6624850	12	6	109132	2.9203	0.0017485
ENSG00000213246	SUPT4H1	17	56422539	56430454	21	5	109038	2.9198	0.0017515
ENSG00000198839	ZNF277	7	111846643	111983151	199	19	109104	2.9191	0.0017552
ENSG00000116478	HDAC1	1	32757687	32799236	18	11	109041	2.9189	0.0017565
ENSG00000139151	PLCZ1	12	18836103	18890991	148	20	108960	2.9175	0.0017645
ENSG00000163050	ADCK3	1	227085237	227175246	121	28	108898	2.9171	0.0017665
ENSG00000171119	NRTN	19	5823813	5828335	9	4	109052	2.9165	0.00177
ENSG00000185800	DMWD	19	46286205	46296060	18	5	109203	2.9165	0.0017701
ENSG00000141576	RNF157	17	74138534	74236454	174	23	108945	2.9149	0.0017789
ENSG00000243156	MICAL3	22	18270415	18507325	731	65	109036	2.9138	0.0017855
ENSG00000085978	ATG16L1	2	234118697	234204320	171	16	109127	2.9137	0.001786
ENSG00000137491	SLCO2B1	11	74811608	74917594	316	22	109065	2.9132	0.0017884
ENSG00000221937	TAS2R40	7	142919130	142920162	1	1	109360	2.9125	0.0017925
ENSG00000136872	ALDOB	9	104182860	104198105	33	5	109101	2.912	0.0017958
ENSG00000116729	WLS	1	68564142	68698803	396	67	109013	2.9116	0.0017978
ENSG00000183722	LHFP	13	39917029	40177665	680	66	109113	2.9094	0.0018109
ENSG00000137880	GCHFR	15	41056218	41059906	3	1	109342	2.9093	0.0018111
ENSG00000213416	KRTAP4-12	17	39279343	39280419	4	1	109337	2.9089	0.0018137
ENSG00000089050	RBBP9	20	18467184	18477887	29	8	109011	2.9081	0.001818
ENSG00000126217	MCF2L	13	113548692	113754053	527	67	108971	2.9077	0.0018206
ENSG00000138018	EPT1	2	26531415	26618759	176	22	109071	2.9073	0.0018229
ENSG00000080511	RDH8	19	10123925	10132955	30	6	109058	2.9065	0.0018277
ENSG00000103426	CORO7-PAM16	16	4390252	4470495	141	19	109050	2.9064	0.001828
ENSG00000143858	SYT2	1	202559724	202679545	187	28	109017	2.9045	0.0018391
ENSG00000203970	DEFB110	6	49976851	49989694	11	3	108867	2.9041	0.0018414
ENSG00000107957	SH3PXD2A	10	105348285	105615301	563	60	109061	2.9041	0.0018416
ENSG00000205057	CLLU1OS	12	92813870	92821924	19	4	109137	2.903	0.0018479
ENSG00000104361	NIPAL2	8	99202061	99306621	149	25	108969	2.9023	0.0018523
ENSG00000083937	CHMP2B	3	87276421	87304698	51	11	109020	2.9021	0.0018534
ENSG00000114455	HHLA2	3	108015376	108097132	257	26	109116	2.9017	0.0018559
ENSG00000128512	DOCK4	7	111366166	111846466	742	113	109038	2.9012	0.0018587
ENSG00000198561	CTNND1	11	57520715	57587018	80	11	109173	2.9009	0.0018606
ENSG00000006611	USH1C	11	17515442	17565963	106	17	109034	2.8991	0.001871
ENSG00000182400	TRAPPC6B	14	39617015	39639736	60	11	109221	2.8988	0.0018732
ENSG00000078579	FGF20	8	16849678	16859690	36	8	108775	2.8976	0.00188
ENSG00000110880	CORO1C	12	109038885	109125372	184	19	109168	2.8968	0.0018848
ENSG00000155980	KIF5A	12	57943781	57980415	39	11	108931	2.8963	0.0018877
ENSG00000174010	KLHL15	X	24001837	24045303	6	4	109099	2.8956	0.0018924
ENSG00000168014	C2CD3	11	73723763	73882255	308	22	109191	2.8952	0.0018944
ENSG00000021461	CYP3A43	7	99425636	99463718	68	6	109214	2.8945	0.001899
ENSG00000147408	CSGALNACT1	8	19261672	19615540	1021	86	108939	2.8944	0.0018994
ENSG00000100288	CHKB	22	51017378	51039884	89	16	109020	2.8939	0.0019027
ENSG00000163219	ARHGAP25	2	68906733	69053965	433	48	108993	2.8934	0.0019053
ENSG00000100842	EFS	14	23825611	23834961	16	3	109021	2.8921	0.0019133
ENSG00000189056	RELN	7	103112231	103629963	1607	108	109037	2.8916	0.0019165
ENSG00000140839	CLEC18B	16	74442529	74455368	3	1	108777	2.8898	0.0019277
ENSG00000198198	SZT2	1	43855553	43918321	86	8	109216	2.8879	0.0019389
ENSG00000010219	DYRK4	12	4671370	4723325	97	17	108895	2.8875	0.0019414
ENSG00000141052	MYOCD	17	12569207	12672266	211	28	109055	2.8867	0.0019464
ENSG00000147027	TMEM47	X	34645181	34675405	7	4	109052	2.8863	0.0019493
ENSG00000146910	CNPY1	7	155266901	155326557	74	27	109105	2.8858	0.0019518
ENSG00000106633	GCK	7	44183872	44237769	127	23	109160	2.8855	0.0019542
ENSG00000225526	C3orf83	3	12556433	12602558	138	15	109040	2.8845	0.00196
ENSG00000170558	CDH2	18	25530930	25757410	331	40	109043	2.8845	0.0019602
ENSG00000083168	KAT6A	8	41786997	41909508	147	13	109104	2.8843	0.0019612
ENSG00000155975	VPS37A	8	17104080	17159936	151	21	108923	2.8843	0.0019617
ENSG00000166006	KCNC2	12	75433857	75603648	353	33	109084	2.8832	0.0019681
ENSG00000251692	PTX4	16	1535887	1538982	28	7	109193	2.8825	0.0019724
ENSG00000197826	C4orf22	4	81256874	81884910	1248	38	109115	2.882	0.0019757
ENSG00000176293	ZNF135	19	58570607	58597677	47	5	109100	2.881	0.0019819
ENSG00000242485	MRPL20	1	1337288	1342693	13	5	109029	2.8799	0.0019889
ENSG00000187546	AGMO	7	15239943	15601640	912	81	108973	2.8791	0.001994
ENSG00000132612	VPS4A	16	69345259	69358949	30	6	109094	2.8791	0.0019942
ENSG00000128567	PODXL	7	131185021	131242976	127	25	109020	2.8783	0.0019992
ENSG00000127318	IL22	12	68642022	68647387	11	4	109167	2.8776	0.0020037
ENSG00000164674	SYTL3	6	159071046	159185908	250	42	109073	2.8774	0.002005
ENSG00000068724	TTC7A	2	47143296	47303276	519	52	109016	2.8766	0.0020098
ENSG00000167257	RNF214	11	117103341	117157161	117	15	109073	2.8766	0.0020098
ENSG00000149084	HSD17B12	11	43577986	43878167	589	32	109104	2.8766	0.00201
ENSG00000006695	COX10	17	13972813	14111994	313	42	109036	2.8765	0.0020103
ENSG00000175592	FOSL1	11	65659520	65668044	6	2	109159	2.8759	0.0020142
ENSG00000185305	ARL15	5	53179775	53606412	988	92	109008	2.8759	0.0020143
ENSG00000188112	C6orf132	6	42068856	42110357	100	21	108948	2.8756	0.0020162
ENSG00000106113	CRHR2	7	30692200	30739745	84	18	109099	2.8754	0.0020179
ENSG00000270106	TSNAX-DISC1	1	231664399	231954990	406	59	108979	2.8744	0.0020242
ENSG00000180998	GPR137C	14	53019866	53104431	180	21	109180	2.873	0.0020331
ENSG00000146151	HMGCLL1	6	55299167	55444012	587	27	109102	2.8729	0.0020335
ENSG00000187242	KRT12	17	39017555	39023462	10	4	109279	2.8715	0.0020427
ENSG00000029559	IBSP	4	88720733	88733074	37	9	109288	2.8712	0.0020445
ENSG00000081019	RSBN1	1	114304454	114355098	65	13	108937	2.8709	0.0020468
ENSG00000239474	KLHL41	2	170366212	170382772	32	12	109160	2.8703	0.0020502
ENSG00000128891	C15orf57	15	40820882	40857256	94	9	109212	2.8702	0.0020508
ENSG00000135835	KIAA1614	1	180882290	180920750	58	16	109019	2.8694	0.0020565
ENSG00000166391	MOGAT2	11	75428864	75444003	20	4	109140	2.8691	0.0020585
ENSG00000137804	NUSAP1	15	41624892	41673248	87	10	109170	2.8689	0.0020593
ENSG00000134460	IL2RA	10	6052652	6104288	153	35	109068	2.8682	0.0020638
ENSG00000132259	CNGA4	11	6255995	6265659	15	5	109174	2.8677	0.0020671
ENSG00000033122	LRRC7	1	70034081	70617628	1253	72	109050	2.8676	0.0020678
ENSG00000141295	SCRN2	17	45915058	45918699	11	6	109263	2.8674	0.0020694
ENSG00000107554	DNMBP	10	101635334	101769676	364	25	109094	2.8671	0.002071
ENSG00000140262	TCF12	15	57210821	57591479	892	27	109125	2.8666	0.0020744
ENSG00000180035	ZNF48	16	30389427	30411429	31	5	109179	2.8661	0.0020778
ENSG00000083067	TRPM3	9	73143979	74061820	2336	118	109044	2.8647	0.0020869
ENSG00000117724	CENPF	1	214776538	214837931	198	16	109237	2.8646	0.0020877
ENSG00000005381	MPO	17	56347217	56358296	11	6	109140	2.8644	0.0020889
ENSG00000176783	RUFY1	5	178977559	179037027	130	15	109096	2.8635	0.0020947
ENSG00000102935	ZNF423	16	49521435	49891830	760	109	108968	2.8632	0.0020969
ENSG00000182118	FAM89A	1	231154704	231175992	74	17	108913	2.8628	0.0020994
ENSG00000100253	MIOX	22	50925213	50929077	8	3	109078	2.8622	0.0021035
ENSG00000054277	OPN3	1	241753404	241840678	171	32	109047	2.8622	0.0021039
ENSG00000248099	INSL3	19	17927321	17932383	3	2	109114	2.8618	0.002106
ENSG00000133665	DYDC2	10	82104501	82127829	71	8	109068	2.8618	0.0021065
ENSG00000009780	FAM76A	1	28052490	28089633	64	2	109279	2.8616	0.0021073
ENSG00000101890	GUCY2F	X	108616135	108725301	13	6	109140	2.8616	0.0021076
ENSG00000130962	PRRG1	X	37208528	37316548	27	11	109066	2.8616	0.0021078
ENSG00000213020	ZNF611	19	53206066	53238326	76	9	108961	2.8613	0.0021093
ENSG00000020922	MRE11A	11	94152895	94227074	148	15	109153	2.8611	0.0021107
ENSG00000144481	TRPM8	2	234826043	234928166	251	35	109107	2.8609	0.0021125
ENSG00000106069	CHN2	7	29161890	29553944	860	119	109035	2.8591	0.0021245
ENSG00000141527	CARD14	17	78143791	78183130	88	19	109002	2.8586	0.0021275
ENSG00000176979	TRIM60	4	165953105	165962896	6	2	108495	2.8582	0.0021303
ENSG00000269407	AL096677.1	20	23330015	23334066	11	4	109240	2.8581	0.0021309
ENSG00000108018	SORCS1	10	108333421	108924292	1198	95	109100	2.858	0.0021318
ENSG00000100364	KIAA0930	22	45586219	45636650	144	17	109045	2.8573	0.002136
ENSG00000089091	DZANK1	20	18364011	18447925	231	23	109049	2.8564	0.0021423
ENSG00000187097	ENTPD5	14	74424713	74486102	219	20	109123	2.8551	0.0021514
ENSG00000160948	VPS28	8	145649000	145653931	5	1	109097	2.8548	0.0021531
ENSG00000115368	WDR75	2	190306159	190340291	174	6	109216	2.8541	0.0021578
ENSG00000102245	CD40LG	X	135730352	135742549	7	3	108749	2.8535	0.0021618
ENSG00000070010	UFD1L	22	19437433	19466738	72	10	109171	2.8533	0.0021635
ENSG00000240053	LY6G5B	6	31637944	31641553	14	6	109335	2.8532	0.0021642
ENSG00000103266	STUB1	16	730224	732870	4	2	109063	2.8527	0.0021673
ENSG00000180914	OXTR	3	8792094	8811314	58	17	109005	2.8522	0.0021712
ENSG00000231171	LINC01098	4	178649911	178911904	632	56	109020	2.8521	0.0021714
ENSG00000100739	BDKRB1	14	96722161	96735304	40	7	108800	2.852	0.0021724
ENSG00000185219	ZNF445	3	44481262	44519162	54	10	109164	2.8514	0.0021763
ENSG00000203857	HSD3B1	1	120049821	120057681	4	2	109016	2.8511	0.0021781
ENSG00000106128	GHRHR	7	30978284	31032869	150	26	109001	2.8504	0.0021833
ENSG00000176731	C8orf59	8	86126311	86132650	10	2	109035	2.8496	0.0021886
ENSG00000085741	WNT11	11	75897369	75921780	27	8	109034	2.849	0.0021931
ENSG00000151923	TIAL1	10	121334199	121356541	27	6	108890	2.8482	0.0021981
ENSG00000197446	CYP2F1	19	41620337	41634271	32	5	109036	2.8482	0.0021984
ENSG00000141013	GAS8	16	90086037	90111383	73	12	108966	2.8482	0.0021985
ENSG00000128016	ZFP36	19	39897453	39900052	2	1	109245	2.8473	0.0022043
ENSG00000100351	GRAP2	22	40297086	40369725	34	12	108998	2.8473	0.0022048
ENSG00000087116	ADAMTS2	5	178537852	178772431	535	85	109018	2.8454	0.0022175
ENSG00000180537	RNF182	6	13924677	13980533	86	10	108807	2.8453	0.0022185
ENSG00000100599	RIN3	14	92980118	93155339	319	63	109021	2.8444	0.0022245
ENSG00000108264	TADA2A	17	35766965	35839835	184	18	109138	2.8441	0.0022268
ENSG00000123338	NCKAP1L	12	54891495	54937726	88	24	109073	2.8434	0.0022315
ENSG00000174083	PIK3R6	17	8706041	8770994	72	14	109095	2.8429	0.0022349
ENSG00000157399	ARSE	X	2852699	2886286	6	4	109360	2.8426	0.0022372
ENSG00000130054	FAM155B	X	68725084	68752351	24	8	108932	2.8423	0.0022396
ENSG00000187815	ZFP69	1	40942887	40962015	45	8	109193	2.8421	0.0022409
ENSG00000141252	VPS53	17	411908	624957	665	36	109174	2.8377	0.0022721
ENSG00000168811	IL12A	3	159706537	159713806	15	4	109236	2.8372	0.0022753
ENSG00000147402	GABRQ	X	151806637	151825999	20	5	108826	2.8371	0.0022764
ENSG00000104518	GSDMD	8	144635377	144645232	24	6	108874	2.8363	0.002282
ENSG00000092931	MFSD11	17	74731947	74777531	14	5	108930	2.8356	0.0022868
ENSG00000149177	PTPRJ	11	48002113	48189670	320	24	109134	2.8356	0.0022873
ENSG00000133835	HSD17B4	5	118788138	118972894	448	37	109103	2.8355	0.002288
ENSG00000260456	C16orf95	16	87117168	87351022	764	72	108968	2.835	0.002291
ENSG00000104147	OIP5	15	41601466	41624819	63	7	109247	2.8348	0.0022925
ENSG00000196345	ZKSCAN7	3	44596685	44624975	66	7	109204	2.8337	0.0023008
ENSG00000136999	NOV	8	120428546	120436593	45	4	109317	2.8336	0.0023011
ENSG00000255974	CYP2A6	19	41349443	41356352	21	5	109119	2.833	0.0023054
ENSG00000162763	LRRC52	1	165513244	165533198	80	13	109039	2.8329	0.0023063
ENSG00000187187	ZNF546	19	40490041	40523514	70	6	109275	2.8327	0.0023076
ENSG00000114107	CEP70	3	138213186	138313380	182	13	109023	2.8322	0.0023114
ENSG00000197808	ZNF461	19	37128094	37157755	67	10	109122	2.831	0.0023205
ENSG00000151376	ME3	11	86152150	86383678	847	63	109024	2.8307	0.0023223
ENSG00000253350	RP11-127H5.1	8	105602961	106431488	1622	136	109009	2.8305	0.0023239
ENSG00000142794	NBPF3	1	21766621	21811498	145	11	109184	2.83	0.0023274
ENSG00000133124	IRS4	X	107975712	107979651	4	1	109293	2.8266	0.0023523
ENSG00000116151	MORN1	1	2252692	2323146	180	32	109010	2.8262	0.0023551
ENSG00000204572	KRTAP5-10	11	71276609	71279980	10	4	108908	2.8247	0.0023662
ENSG00000184144	CNTN2	1	205012325	205047627	116	15	108998	2.8247	0.0023664
ENSG00000138433	CIR1	2	175212750	175260443	27	8	108718	2.8244	0.0023681
ENSG00000113569	NUP155	5	37288239	37371283	130	10	109178	2.8242	0.0023703
ENSG00000171282	RP11-1055B8.7	17	79373540	79433357	79	26	108980	2.8241	0.0023709
ENSG00000177707	PVRL3	3	110788918	110994410	420	45	109172	2.8228	0.0023804
ENSG00000165269	AQP7	9	33384765	33402643	15	3	109070	2.8226	0.0023821
ENSG00000119522	DENND1A	9	126141933	126692431	1139	62	109055	2.8224	0.0023834
ENSG00000168264	IRF2BP2	1	234740015	234745271	3	2	109147	2.8218	0.0023879
ENSG00000164111	ANXA5	4	122589110	122618268	122	15	109163	2.8214	0.0023906
ENSG00000179088	C12orf42	12	103631369	103889749	526	30	109099	2.821	0.0023935
ENSG00000197540	GZMM	19	544034	549919	17	5	109017	2.8204	0.002398
ENSG00000143819	EPHX1	1	225997794	226033260	71	21	108972	2.82	0.002401
ENSG00000250565	ATP6V1E2	2	46717889	46769696	128	20	109077	2.8199	0.0024023
ENSG00000156968	MPV17L	16	15489611	15507125	36	8	108986	2.8194	0.0024057
ENSG00000182481	KPNA2	17	66031635	66042958	31	4	109197	2.8192	0.002407
ENSG00000185271	KLHL33	14	20896970	20903801	26	6	108923	2.8187	0.0024107
ENSG00000134215	VAV3	1	108113782	108507766	1002	80	109072	2.818	0.0024164
ENSG00000147650	LRP12	8	105501459	105601252	151	15	109136	2.8179	0.0024167
ENSG00000075884	ARHGAP15	2	143848931	144525921	1106	84	109041	2.8172	0.0024225
ENSG00000065485	PDIA5	3	122785909	122944074	379	39	109091	2.8166	0.0024266
ENSG00000188910	GJB3	1	35246790	35251970	7	3	108672	2.8165	0.0024275
ENSG00000046889	PREX2	8	68864353	69149265	768	69	109129	2.8164	0.0024285
ENSG00000271810	RP11-426L16.10	1	113245236	113254055	9	4	108878	2.8159	0.002432
ENSG00000197375	SLC22A5	5	131705444	131731306	86	9	109218	2.8153	0.0024363
ENSG00000173366	TLR9	3	52255097	52265206	7	4	109106	2.8151	0.0024378
ENSG00000085185	BCORL1	X	129115083	129192058	8	5	109092	2.8143	0.0024441
ENSG00000153303	FRMD1	6	168456425	168482237	74	9	109127	2.8137	0.0024486
ENSG00000187741	FANCA	16	89803957	89883065	409	20	109074	2.8132	0.0024524
ENSG00000153048	CARHSP1	16	8946799	8962866	67	12	108975	2.8122	0.0024601
ENSG00000132874	SLC14A2	18	42792960	43263072	1115	100	109008	2.8121	0.0024608
ENSG00000211455	STK38L	12	27396901	27478892	202	27	109008	2.812	0.0024617
ENSG00000131051	RBM39	20	34291531	34330234	108	6	109250	2.812	0.002462
ENSG00000197536	C5orf56	5	131746328	131811736	176	16	109082	2.8119	0.0024624
ENSG00000205808	PPAPDC2	9	4662298	4665256	2	1	108347	2.8105	0.0024732
ENSG00000179314	WSCD1	17	5675554	6027747	772	122	109038	2.8088	0.0024863
ENSG00000136870	ZNF189	9	104161155	104172942	36	4	109173	2.8081	0.0024915
ENSG00000150394	CDH8	16	61681146	62070939	672	54	109015	2.8077	0.0024948
ENSG00000140395	WDR61	15	78570177	78592136	43	10	108869	2.8076	0.0024958
ENSG00000233404	FLJ20373	2	102508955	102511150	2	1	109221	2.8075	0.0024964
ENSG00000206557	TRIM71	3	32859510	32939318	129	17	109101	2.8071	0.0024994
ENSG00000077800	FKBP6	7	72742167	72772634	53	4	109289	2.8061	0.0025074
ENSG00000006704	GTF2IRD1	7	73868120	74016931	172	19	108973	2.8057	0.0025105
ENSG00000198900	TOP1	20	39657458	39753127	145	23	109218	2.805	0.0025158
ENSG00000165810	BTNL9	5	180467225	180488523	39	7	109012	2.8043	0.0025214
ENSG00000132465	IGJ	4	71521258	71547534	19	3	109230	2.8036	0.0025266
ENSG00000169894	MUC3A	7	100547187	100611118	46	10	109134	2.8032	0.0025303
ENSG00000250317	SMIM20	4	25863452	25931435	153	19	109062	2.8026	0.0025346
ENSG00000089327	FXYD5	19	35645633	35660786	54	10	108986	2.8025	0.0025357
ENSG00000186583	SPATC1	8	145086582	145101933	12	2	108928	2.8019	0.0025404
ENSG00000140992	PDPK1	16	2587965	2653189	6	3	109283	2.8016	0.0025427
ENSG00000166949	SMAD3	15	67356101	67487533	267	47	109038	2.8013	0.0025448
ENSG00000273303	RP11-944L7.5	3	44607051	44635665	54	6	109197	2.8009	0.002548
ENSG00000181143	MUC16	19	8959520	9092018	405	41	109155	2.8005	0.0025512
ENSG00000197584	KCNMB2	3	177990720	178562217	1274	101	109054	2.8002	0.0025539
ENSG00000007237	GAS7	17	9813926	10101868	664	114	109023	2.7995	0.0025587
ENSG00000116754	SRSF11	1	70671365	70718735	49	6	109074	2.799	0.002563
ENSG00000008311	AASS	7	121715701	121784334	118	15	109045	2.7985	0.002567
ENSG00000261611	AC010547.9	16	71481503	71523214	61	12	109016	2.7978	0.0025727
ENSG00000074317	SNCB	5	176047085	176057530	13	3	108914	2.7977	0.0025737
ENSG00000147471	PROSC	8	37620111	37637283	7	4	109199	2.7972	0.0025773
ENSG00000214919	AC104472.1	3	155459933	155461515	2	1	109253	2.797	0.0025787
ENSG00000113719	ERGIC1	5	172261278	172379688	250	44	109032	2.7955	0.0025913
ENSG00000212999	AC117834.1	8	93895865	93898013	1	1	109360	2.7953	0.0025923
ENSG00000115271	GCA	2	163175350	163228105	15	10	108983	2.7944	0.0026
ENSG00000204038	AL359195.1	10	82009466	82013395	21	2	109077	2.793	0.0026109
ENSG00000179603	GRM8	7	126078652	126893348	1707	76	109092	2.7924	0.0026161
ENSG00000138622	HCN4	15	73612200	73661605	102	19	109064	2.7921	0.0026185
ENSG00000187240	DYNC2H1	11	102980160	103350591	1590	32	109117	2.7919	0.0026201
ENSG00000135100	HNF1A	12	121416346	121440315	81	14	109094	2.7916	0.0026221
ENSG00000121892	PDS5A	4	39824483	39979576	371	34	109162	2.7915	0.002623
ENSG00000133135	RNF128	X	105937024	106040223	30	13	108877	2.7913	0.002625
ENSG00000065325	GLP2R	17	9725523	9795419	201	20	109059	2.791	0.0026276
ENSG00000231274	SBK3	19	56052023	56056909	10	4	108925	2.7886	0.0026468
ENSG00000197299	BLM	15	91260558	91358859	230	16	109106	2.7886	0.0026471
ENSG00000171747	LGALS4	19	39292311	39304004	16	6	108862	2.788	0.0026521
ENSG00000222018	C21orf140	21	35772615	35773370	1	1	108895	2.7878	0.0026533
ENSG00000059377	TBXAS1	7	139476850	139720125	378	69	109023	2.7871	0.0026587
ENSG00000270466	SEPT1	16	30389755	30393863	6	2	108993	2.7864	0.0026647
ENSG00000119661	DNAL1	14	74111578	74170435	138	14	109140	2.7864	0.0026648
ENSG00000167522	ANKRD11	16	89334038	89556969	291	34	108988	2.7859	0.0026692
ENSG00000149577	SIDT2	11	117049449	117068160	57	9	109208	2.7854	0.0026735
ENSG00000121406	ZNF549	19	58038693	58068910	28	8	109099	2.7841	0.0026838
ENSG00000130158	DOCK6	19	11309971	11373157	98	13	108901	2.7841	0.0026842
ENSG00000168411	RFWD3	16	74655292	74700779	159	16	109167	2.7838	0.0026864
ENSG00000122711	SPINK4	9	33218363	33248565	71	8	109173	2.7837	0.0026869
ENSG00000175294	CATSPER1	11	65784223	65793988	16	3	109142	2.7823	0.0026984
ENSG00000164197	RNF180	5	63461671	63668696	287	19	109101	2.7821	0.0027003
ENSG00000120526	NUDCD1	8	110253148	110346614	222	15	109187	2.7812	0.0027076
ENSG00000255501	CARD18	11	105008448	105010453	4	2	109080	2.7812	0.0027082
ENSG00000115604	IL18R1	2	102927989	103015218	329	21	109115	2.781	0.0027099
ENSG00000133740	E2F5	8	86089460	86129387	51	7	109018	2.7801	0.0027169
ENSG00000182752	PAPPA	9	118916083	119164601	247	54	109014	2.78	0.0027178
ENSG00000179094	PER1	17	8043790	8059824	14	5	108902	2.7794	0.0027233
ENSG00000107099	DOCK8	9	214854	465259	820	82	109010	2.7785	0.0027302
ENSG00000138308	PLA2G12B	10	74694928	74714536	8	3	109061	2.7776	0.0027381
ENSG00000130234	ACE2	X	15579156	15620271	11	2	108994	2.7776	0.0027385
ENSG00000119929	CUTC	10	101462315	101515891	71	12	109083	2.7772	0.0027417
ENSG00000183091	NEB	2	152341850	152591001	359	37	109113	2.777	0.0027433
ENSG00000103415	HMOX2	16	4524691	4560348	101	7	109227	2.7768	0.0027452
ENSG00000145194	ECE2	3	183967438	184010819	84	13	109090	2.776	0.0027514
ENSG00000168010	ATG16L2	11	72525353	72554719	28	12	109001	2.7755	0.0027559
ENSG00000137815	RTF1	15	41700606	41775761	141	14	109184	2.7751	0.0027591
ENSG00000148219	ASTN2	9	119187504	120177348	2325	176	109046	2.7738	0.0027702
ENSG00000204566	C10orf115	10	23492745	23528745	42	8	108892	2.7731	0.0027763
ENSG00000178922	HYI	1	43916824	43919660	6	3	109112	2.7722	0.0027844
ENSG00000164300	SERINC5	5	79407050	79551898	332	50	109016	2.7721	0.002785
ENSG00000113504	SLC12A7	5	1050499	1112150	147	26	109020	2.7712	0.0027923
ENSG00000109689	STIM2	4	26859300	27027003	251	26	109145	2.7711	0.0027929
ENSG00000121057	AKAP1	17	55162453	55198710	96	19	108993	2.7708	0.0027961
ENSG00000164815	ORC5	7	103766788	103848495	220	16	109031	2.7708	0.0027962
ENSG00000160613	PCSK7	11	117075053	117103241	82	13	109194	2.7688	0.0028128
ENSG00000213889	PPM1N	19	45992035	46005768	37	6	109053	2.7683	0.0028175
ENSG00000150275	PCDH15	10	55562531	57387702	5064	240	109053	2.7677	0.0028226
ENSG00000136754	ABI1	10	27035522	27150016	318	15	109219	2.7676	0.0028232
ENSG00000163586	FABP1	2	88422510	88427635	4	2	109057	2.7675	0.0028241
ENSG00000005302	MSL3	X	11776278	11793870	14	5	108797	2.7675	0.0028241
ENSG00000141161	UNC45B	17	33474836	33516364	89	14	108869	2.7674	0.0028252
ENSG00000163683	SMIM14	4	39547950	39640710	187	24	108986	2.7669	0.0028295
ENSG00000163958	ZDHHC19	3	195924320	195938308	46	8	109070	2.7663	0.002835
ENSG00000187672	ERC2	3	55542336	56502391	2432	122	109059	2.7661	0.0028362
ENSG00000102580	DNAJC3	13	96329393	96447243	135	21	109162	2.7661	0.0028363
